symbol,WK0,WK2,WK4,WK8,WK79,Sex
Mcrip2,-310.36,-84.03,847.93,1039.51,612.55,M-F
Mettl26,-141.73,-351.5,4340.34,5899.43,3750.84,M-F
Rab40c,-21.78,-9.26000000000002,22.3,2.74000000000001,-8.66999999999999,M-F
Pigq,-492.88,-78.8700000000001,335.02,747.16,306.81,M-F
Nhlrc4,5.73,-28.79,-11.25,-30.31,-38.14,M-F
A930017K11Rik,-33,-0.350000000000001,7,-0.430000000000007,-27.65,M-F
Capn15,-61.12,22.58,6.79000000000001,-6.3,-44.9,M-F
Rab11fip3,-499.01,-211.78,180.64,1304.57,1416.52,M-F
Decr2,557.7,-231.15,-395.21,-800.87,-811.56,M-F
Nme4,-223.16,-11.74,9.26999999999998,-16.21,-25.36,M-F
Gm8186,12.73,1.43,5.52,-5.79,-0.869999999999997,M-F
Pgap6,-46.37,29.9699999999999,312.03,456.54,187.26,M-F
Mrpl28,-372.82,-602.37,1392.68,766.16,198.57,M-F
Axin1,17.63,2.43000000000001,8.36000000000001,3.11000000000001,-16.62,M-F
Rgs11,-13.4399999999999,-75.61,34.68,-37.49,-30.5,M-F
Fam234a,-134.06,-814.27,615.52,-860.219999999999,-365.070000000001,M-F
Luc7l,569.72,20.3500000000001,55.92,168.37,107.93,M-F
Gm16580,10.44,3.45,4.21,0.31,8.37,M-F
Neurl1b,14.72,-58.26,-48.91,-154.45,-51.2,M-F
Dusp1,39.84,-26.63,20.13,113.07,12.34,M-F
Ergic1,79.3199999999997,-111.86,350,1005.25,1121.45,M-F
Atp6v0e,482.429999999999,-612.85,555.42,-801.9,-319.849999999999,M-F
Crebrf,30.67,31.29,208.11,-382.96,116.42,M-F
Bnip1,30.3000000000001,-53.29,77.85,145.27,33.75,M-F
Cuta,-137.41,-84.6699999999998,404.82,442.9,188.19,M-F
Syngap1,21.17,19.44,-4.12,-1.78,3.04,M-F
Ggnbp1,-3.5,-13.57,40.6799999999999,-107.44,-53.35,M-F
Bak1,-12.33,5.67,4.08999999999999,0.280000000000001,-11.59,M-F
Itpr3,-93.85,21.24,-0.509999999999998,-11.14,-26.21,M-F
Uqcc2,-27.1400000000001,-47.6000000000001,-3.25,-386.63,-455.59,M-F
Lemd2,-30,14.23,25.02,42.14,-16.04,M-F
Hmga1,-199.43,-0.850000000000001,6,18,2.75,M-F
AI413582,-56.18,12.7,4.83999999999997,-56.49,-81.6799999999999,M-F
Nudt3,50.4799999999999,-66.3199999999999,153.79,-297.42,-31.13,M-F
Ilrun,-82.4300000000001,58.8199999999999,367.34,323.97,216.06,M-F
Snrpc,-183.25,-1.39000000000001,40.36,7.56,-1.25,M-F
Uhrf1bp1,-50.22,10.66,-9.87,-6,-23.09,M-F
Taf11,-176.08,15.77,20.94,89.22,36.5700000000001,M-F
Anks1,-96.13,4.71000000000001,-17.81,-16.82,-115.57,M-F
Tcp11,-5.17,3.18,2.33,-2.89,-1.77,M-F
Scube3,-63.8,5.74000000000001,8.78,-9.73,-27.83,M-F
Zfp523,-133.79,2.60000000000002,3.03,28.78,-38.59,M-F
Ppard,-35.75,25.91,-4.13,9.84,0.319999999999993,M-F
Fance,-29.37,13.18,12.4,4.34999999999999,-5.3,M-F
Rpl10a,-101.79,18.65,9.51,3.97,10.84,M-F
Tead3,-75.61,-0.759999999999991,15.61,4,8.29000000000001,M-F
Tulp1,-26.91,3.43,-0.82,-1.01,0.98,M-F
Fkbp5,22.22,69.24,207.16,708.03,126.25,M-F
Gm22146,134.21,11.61,-0.879999999999995,35.09,75.4,M-F
Gm49839,36.25,5.31,3.4,11.93,28.49,M-F
E230001N04Rik,0.399999999999999,4.66,17.95,53.77,51.72,M-F
Srpk1,1182.94,-21.0700000000002,324.32,1033.27,1303.21,M-F
Mapk14,15.18,43.6400000000001,181.05,147.66,156.1,M-F
Mapk13,-161.86,-2.54999999999998,35.71,100.28,31.57,M-F
Brpf3,-3.66,-0.109999999999999,10.94,-4.64,8.36,M-F
Kctd20,-150.89,-69.3499999999999,79.3499999999999,137.51,159.47,M-F
Stk38,-6.18000000000006,45.51,-81.3199999999999,374.31,-23.45,M-F
Srsf3,763.73,120.94,-178.6,109.89,-29.2099999999998,M-F
Cdkn1a,-956.11,-131.13,-63.24,102.29,-127.55,M-F
Cpne5,-41.05,-30.49,-25.99,-24.68,-26.72,M-F
Ppil1,-11.2599999999998,-137.28,291.18,109.3,271.18,M-F
BC004004,-111.93,-220.059999999999,495.72,2301.83,1701,M-F
Pi16,-25.8,8.13,-4.87,-49.7,-80.56,M-F
Mtch1,-208.73,2.11000000000001,84.83,-18.83,-104.84,M-F
Fgd2,-20.13,-9.47999999999999,9.12,-5.33,-38.24,M-F
Pim1,388.67,57.7,-62.22,-78.88,-33.06,M-F
Tbc1d22b,-118.51,10.76,8.87,63.42,11.61,M-F
Rnf8,63.46,14.17,-2.55,-1.42,-0.389999999999986,M-F
Ccdc167,6.75999999999999,-9.52,-1.49,-6.43,-7.9,M-F
Zfand3,-169.54,-4.43000000000001,33.24,72.41,-52.51,M-F
Btbd9,-47.6900000000001,15.92,28.23,-10.56,-44.41,M-F
Gm50240,22.45,-15.27,-10.15,-67.18,-16.14,M-F
Glo1,128.28,-115.15,-3.21000000000004,185.89,234.94,M-F
Glp1r,8.7,11.32,4.49,-9.11,-13.1,M-F
Abcg1,484.08,-180.27,38.3599999999999,-473.54,-122.32,M-F
Gm15318,8.58000000000004,-45.24,-120.2,-2.79999999999995,132.63,M-F
Slc37a1,6.45,22.44,-11.46,-30.72,-42.63,M-F
Pde9a,127.74,-32.91,-6.79999999999995,13.9400000000001,306.84,M-F
Wdr4,-160.02,-3,76.98,110.5,-14.97,M-F
Ndufv3,-4.57999999999993,-156.76,1209.21,2551.64,1416.78,M-F
Pknox1,-157.38,-22.05,62.12,167.38,30.6,M-F
Cbs,7.80000000000001,-3.55000000000007,2821.42,6807.34,7787.24,M-F
U2af1,-31.92,-7.25,14.16,27.96,34.99,M-F
Sik1,-36.39,42.34,28.47,6.75,-47.49,M-F
2310015A16Rik,-0.78,1.61,-58.09,-396.16,-414.8,M-F
Gm30571,2.23,1.82,5.61,-28.45,-64.78,M-F
Hsf2bp,10.94,-2.40999999999997,263.72,498.32,252.71,M-F
Rrp1b,174.2,-58.89,4.88999999999999,-37.65,-59.28,M-F
Notch3,-132.29,15.5,7.33,-8.01,-11.25,M-F
Brd4,287.45,293.67,-25.6900000000001,244.01,146.68,M-F
Akap8,216.49,-64.8800000000001,-83.0899999999999,143.64,95.25,M-F
Akap8l,-357.84,8.37,54.26,33.68,-3.93000000000006,M-F
Wiz,-213.44,9.63,4.34,9.43000000000001,-39.35,M-F
Cyp4f17,250.41,33.13,-36.4100000000001,188.17,33.83,M-F
Cyp4f16,8.72000000000003,-40.16,-31.03,-50.16,-80.37,M-F
Zfp871,-46.8599999999997,126.69,-558.13,-711.41,74.8199999999997,M-F
Zfp799,-7.28,24.47,-13.61,-6.10000000000001,1.27,M-F
Zfp870,46.3800000000001,-14.43,-40.8,-59.45,-44.37,M-F
Cyp4f14,0,0.51,-12.43,-27.88,-104.25,M-F
Cyp4f13,-28.25,23.46,4.52999999999997,292.13,28.72,M-F
Zfp472,56.89,4.08000000000001,10.76,-18.85,-3.85999999999999,M-F
Zfp952,39.54,-16.11,-10.37,-25.33,19.01,M-F
Zfp763,-9.81999999999999,2.39000000000004,-32.58,-29.9,-3.55999999999995,M-F
Zfp563,-8.58,-10.1,-4.78,-34.21,-8.75,M-F
Zfp955a,35.27,-17.5,-23.82,-13.52,20.5,M-F
Zfp955b,32.91,-5.08999999999997,-0.689999999999998,-6.35000000000002,38.4,M-F
Zfp81,137.99,9.75,-3.48000000000002,-0.29000000000002,38.95,M-F
Zfp101,127.19,-9.89000000000004,90.11,156.01,146.44,M-F
Adamts10,-445.27,66.22,5.34999999999999,-11.04,-50.31,M-F
Myo1f,22.51,55.65,2.19000000000001,-20.35,-55.09,M-F
Zfp414,-59.29,-7.17000000000007,50.06,9.83000000000004,6.18000000000001,M-F
Hnrnpm,-2388.38,-74.0999999999999,242.44,162.69,-209.19,M-F
Marchf2,10.86,28.69,81.3199999999999,101.85,90.4,M-F
Rab11b,-25.5100000000002,-171.75,167.11,-56.4900000000002,-133.76,M-F
Gm17251,-24.15,7.97,44.27,42.25,31.8,M-F
Angptl4,-81.08,122.97,1710.61,1634.11,-362.44,M-F
Kank3,-38.76,28.11,24.59,-19.46,-66.36,M-F
Rps28,-0.930000000000007,11.38,13.62,-41.86,-12.45,M-F
Ndufa7,25.5900000000001,-331.91,463.089999999998,-964.77,-780.73,M-F
Cd320,-252.48,-93.03,77.4399999999999,-127.75,-159.22,M-F
Daxx,-160.96,-84.11,41,58.04,-56.6700000000001,M-F
Tapbp,-474.22,124.91,-3.13000000000011,-216.7,-557.4,M-F
Zbtb22,-128.27,0.160000000000004,1.03,13.79,-14.12,M-F
Rgl2,-130.87,8.44,26.08,7.82000000000001,-34.1,M-F
Pfdn6,37.48,18.38,139.44,112.52,7.89999999999998,M-F
Wdr46,-138.3,3.27,18.03,23.87,8.08000000000001,M-F
B3galt4,-33.57,3.37,15.34,-9.33,-25.17,M-F
Rps18,113.75,47.8900000000001,270.81,-110.88,-184.4,M-F
Vps52,-361.59,26.61,121.69,218.38,-5.50999999999999,M-F
H2-K1,-277.2,268.42,391.96,-58.5599999999999,-2073.26,M-F
Ring1,-45.2,7.23,-0.229999999999997,7.73,1.83,M-F
Slc39a7,-107.04,-9.80999999999999,6.45,15.04,27.49,M-F
Rxrb,-104.16,-3.75,25.81,29.35,-56.86,M-F
H2-Oa,3.02,3.81,-0.220000000000001,-6.21,-43.03,M-F
Brd2,-28.0999999999999,48.97,144.77,157.2,240.82,M-F
H2-DMa,18.03,136.24,59.06,-199.21,-190.22,M-F
H2-DMb2,45.89,136.09,12.69,-24.35,-59.15,M-F
H2-DMb1,-14.93,-102.67,108.86,-163.68,-156.31,M-F
Psmb9,-34.06,30.02,-3.38,-120.97,-150.17,M-F
Tap1,-131.81,41.67,32.67,-24.51,-119.64,M-F
Psmb8,-76.54,37.15,37.55,-118.54,-183.05,M-F
Tap2,-147.25,11.65,31.96,24.09,-227.57,M-F
H2-Ob,5.22,2.21,-1.5,-4.76,-76.81,M-F
H2-Ab1,-334.85,676.58,257.66,-444.69,-1117.98,M-F
H2-Aa,5.89000000000001,967.5,236.75,-1273.99,-2164.63,M-F
H2-Eb1,-48.2,646.68,202.46,-478.21,-1459.86,M-F
Notch4,-25.77,-3.67,-0.770000000000003,-6.34,-4.33,M-F
Gpsm3,-69.77,12.02,-2.89,-6.29000000000001,-42.09,M-F
Pbx2,-37,22.01,-4.94000000000003,-23.1,-15.84,M-F
Ager,-111.45,15.34,-2.71,1.06,-40.2,M-F
Rnf5,-298.61,-69.42,275.46,259.37,176.32,M-F
Agpat1,-265.27,9.75999999999999,191.19,135.07,37.8200000000001,M-F
Ppt2,-23.48,-65.74,644.1,1196.81,783.41,M-F
Fkbpl,9.78,-11.97,88.99,136.27,57.68,M-F
Atf6b,-434.03,-28.68,43.49,62.53,-80.09,M-F
Tnxb,-3.53,13.46,3.1,-2.34,-26.09,M-F
C4b,14.68,21.11,0.210000000000001,-20.93,73.52,M-F
Stk19,-84.11,7.15000000000001,25.42,102.25,43.25,M-F
Dxo,-151.68,0.680000000000007,40.37,90.31,77.82,M-F
Skiv2l,-584.49,15.06,103.35,75.9300000000001,57.0599999999999,M-F
Nelfe,-19.03,-32.9999999999999,31.39,158.48,15.92,M-F
Cfb,2.79000000000002,-79.4400000000001,124.42,196.12,532.06,M-F
C2,11.18,-21.51,-23.41,-197.87,-120.36,M-F
Ehmt2,-226.36,39.62,62.46,34.2,-2.13999999999999,M-F
Slc44a4,-103.07,-113.61,1073.72,2224.09,2620.31,M-F
Neu1,-674.33,-12.6800000000001,244.4,2572.05,3008.59,M-F
1110038B12Rik,-198.72,53.77,44.45,1.18000000000001,48.42,M-F
Hspa1b,-3.6,-11.87,-7.22,101.31,23.42,M-F
Hspa1a,-30.18,-6.28,-4.09999999999999,145.89,59.5,M-F
Lsm2,-132.57,17.13,24.57,18.77,-27.57,M-F
Vars,-349.45,47.68,20.97,10.13,-45.88,M-F
Clic1,-14.3999999999996,192.29,786.07,270.39,-293.72,M-F
Ddah2,-1526.51,-122.29,77.4400000000001,-89.0600000000001,-188.27,M-F
Ly6g6d,-4.97,-5.72,-12.08,-36.97,-24.88,M-F
Abhd16a,-609.24,-42.5,152.46,79.28,-321.67,M-F
Csnk2b,-395.38,-82.9299999999998,975.55,640.78,525.820000000001,M-F
Gpank1,0.129999999999995,-16.92,18.79,38.86,1.64000000000001,M-F
D17H6S53E,139.27,24.2,-227.9,-162.72,-64.48,M-F
Apom,48.98,-1162.99,299.28,410.280000000001,973.690000000001,M-F
Bag6,-253.22,53.61,66.79,93.31,-32.78,M-F
Prrc2a,-315.26,46.63,17.07,37.72,29.11,M-F
Aif1,8.96000000000001,115.23,28.71,-47.2,-62.17,M-F
Lst1,4.04,22.07,1.31,-10.15,-20.94,M-F
Atp6v1g2,-9.12,-12.09,4.75,7.19999999999999,-22.38,M-F
Ddx39b,35.9899999999998,-196.02,345.69,-357.92,-258.34,M-F
H2-D1,-1236.69,-60.9799999999996,704.96,313.5,-2121.83,M-F
H2-Q2,-5.79,-41.79,-0.609999999999999,-26.5,-30.95,M-F
Gm11131,16.66,-2.64,-1.67999999999999,-17.94,-8.73,M-F
H2-Q6,-6.48,3.42,5.63999999999999,-11.77,-48.34,M-F
H2-Q7,-10.8,6.44,-0.480000000000004,-9.96,-41.53,M-F
H2-Q10,-10.34,2.5,6.22,-59.63,-2.94,M-F
Tcf19,-116.48,-64.71,131.27,-32.58,-39.02,M-F
Cchcr1,-90.36,7.83999999999999,3.19,-3.29,-11.18,M-F
Vars2,-167.61,-5.57000000000001,11.55,16.44,-36.3,M-F
Gtf2h4,-166.23,-33.5,90.4499999999999,10.78,49.3100000000001,M-F
Ddr1,-355.64,39.4200000000001,117.33,124.89,-139.34,M-F
Ier3,-354.56,-378.15,870.18,-294.63,-1009.35,M-F
Flot1,-211.58,-15.04,15.21,21.82,-73.5,M-F
Tubb5,7838.67,800.57,882.97,-975.23,-493.99,M-F
Mdc1,54.06,19.97,-15.73,-21.17,12.59,M-F
Nrm,-128.36,-61.4,40.13,-8.10999999999999,-16.74,M-F
Ppp1r18,-100.27,9.62,-1.91,11.83,-27.42,M-F
Dhx16,-6.33000000000001,23.74,46.8,27.52,-13.53,M-F
2310061I04Rik,-103.69,12.37,28.8199999999999,100.88,-162.32,M-F
Atat1,-92.21,27,8.98000000000002,101.94,83.56,M-F
Mrps18b,34.66,-11.04,135.64,232.78,197.63,M-F
Ppp1r10,-46.55,-62.61,88.5999999999999,-67.1900000000001,66.4799999999999,M-F
Abcf1,-39.5100000000002,44.9300000000003,448.21,227.37,73.1799999999998,M-F
Prr3,-97.6,-13.24,22.05,-4.82999999999998,-25.91,M-F
Gnl1,-228.49,-0.269999999999982,13.23,27.09,4.63999999999999,M-F
H2-T24,134.91,2.23000000000002,-14.78,-40.61,20.55,M-F
H2-T23,-102.28,-75.74,347.28,-285.690000000001,-149.059999999999,M-F
H2-T22,28.77,20.1099999999999,207.17,593.81,229.08,M-F
Gm11127,0.42,0.420000000000002,1.96,17.35,66.32,M-F
H2-T-ps,-0.55,-0.98,2.4,-30.56,-24.6,M-F
Rpp21,2.10000000000002,-20.0799999999999,96.1200000000003,203.6,-12.1900000000001,M-F
Trim39,31.11,-0.120000000000005,17.97,63.76,34.82,M-F
Trim26,-125.94,-13.3099999999999,30.65,29.77,-74.4,M-F
Ppp1r11,117.45,-64.3399999999999,124.46,-92.4900000000002,-201.71,M-F
Polr1h,-39.27,-42.1700000000001,51.4100000000001,0.519999999999982,-59.9699999999999,M-F
Polr1has,18.5,-11.95,7.11000000000001,65.3699999999999,35.38,M-F
Zfp57,229.85,36.52,17.11,6.33,0.839999999999996,M-F
Gabbr1,-36.59,22.38,5.27,-3.37,-13.21,M-F
Ubd,0.17,234.71,-0.560000000000002,-35.26,-96.94,M-F
H2-M3,2.09,21.62,-5.50999999999999,-45.53,-90.2,M-F
H2-M2,0,10.9,0.9,-3.21,-36.42,M-F
CT010467.1,-450.45,1.59,53.61,-30.68,-42.84,M-F
Crisp1,46.98,-18.85,-0.39,0.63,0.68,M-F
9130008F23Rik,-11.88,-9.02,0.650000000000006,-5.94999999999999,-23.54,M-F
Cenpq,161.13,-13.09,32.8200000000001,-0.930000000000007,21.24,M-F
Mmut,564.42,-273.27,-395.360000000001,1015.79,2565.81,M-F
Cd2ap,221.06,77.3300000000002,-160.14,-194.13,41.59,M-F
Tnfrsf21,195.38,336.74,761.56,-16.9900000000002,-360.9,M-F
Adgrf1,10.52,-18.3,34.94,-94.12,18.26,M-F
Adgrf5,358.93,-154.08,-213.04,-316.31,-392.08,M-F
Mep1a,1035.26,-317.949999999997,6847.08,20251.67,18587.24,M-F
Pla2g7,613.12,-531.639999999999,-134.89,-566.6,-484.02,M-F
Slc25a27,-5.75,9.44,-7.43,-4.08,-4.7,M-F
Cyp39a1,821.65,-349.29,-191.38,-487.89,-296.69,M-F
Rcan2,-13.64,-15.09,-13.8,-43.47,-97.88,M-F
Enpp5,36.0599999999999,-1354.28,-166.85,-2008.99,-687.469999999999,M-F
Enpp4,-41.56,-24.79,-126.96,-283.68,-181.25,M-F
Clic5,-0.939999999999941,129.6,-156.3,22.0599999999999,76.76,M-F
Runx2,30.07,15.32,-0.469999999999999,1.87,-5.68,M-F
Supt3,-30.82,13.21,-29.99,-32.18,-46.55,M-F
Cdc5l,111.75,-25.61,-56.39,21.2,63.4599999999999,M-F
B230354K17Rik,63.55,49.39,-31.43,-32.63,28.93,M-F
Aars2,-205.96,9.44,19.73,55.03,-13.73,M-F
Tmem151b,77.55,8.55000000000001,-17.47,-7.31,-88.65,M-F
Nfkbie,-29.06,55.08,16.19,20.37,-33.86,M-F
Slc35b2,-281.58,-34.72,92.4299999999999,165.17,-46.25,M-F
Hsp90ab1,504.700000000004,302.380000000001,14677.86,32834.11,12463.98,M-F
Slc29a1,-41.8199999999999,-91.4300000000001,-55.8,-54,-206.81,M-F
Mymx,0.290000000000006,-39.18,25.9,-57.18,-31.11,M-F
Capn11,-0.58,15.46,-8.96,19.76,10.68,M-F
Tmem63b,-212.65,-45.92,90.05,125.59,237.86,M-F
Mrpl14,-81.83,-126.91,389.58,227.45,125.17,M-F
Vegfa,33.45,45.2,9.13,67.59,32.37,M-F
Mrps18a,183.08,-194.98,1091.42,1050.64,364.6,M-F
Rsph9,-25.58,-55.65,15.61,-170.93,-353.47,M-F
Mad2l1bp,-18.88,4.46000000000004,33.08,124.66,31.36,M-F
Gtpbp2,-142.25,41.32,40.19,-4.40000000000001,-38.17,M-F
Polh,99.83,8.25,-53.17,22.18,-6.74000000000001,M-F
Xpo5,58.8099999999999,23.35,8.14999999999998,41.75,122.48,M-F
Polr1c,-260.13,-192.14,52.5599999999999,40.2000000000003,99.2800000000002,M-F
Yipf3,-458.48,15.73,127.84,213.01,27.8700000000001,M-F
Tjap1,-195.11,-16.45,21.94,21.2,-26.77,M-F
Abcc10,-52.2,-1.72999999999999,31.2,11.78,-13.6,M-F
Zfp318,124.09,46.61,4.63999999999999,-4.31,69.25,M-F
Slc22a7,-3.10000000000001,198.44,9001.12,9464.02,-8776.88,M-F
Dnph1,-96.03,-2.33000000000001,218.26,461.3,435.2,M-F
Cul9,-78.92,22.4,92.64,236.97,273.2,M-F
Srf,-50.52,-16.82,13.7,30.84,5.77,M-F
Ptk7,-890.86,18.77,-4.77,-6.04000000000001,-22.38,M-F
Klc4,-754.32,-72.79,315.02,647.43,207.48,M-F
Mrpl2,-444.27,-194.22,600.88,556.48,234.3,M-F
Cul7,-252.87,5.64999999999998,2.53,-33.88,-68.98,M-F
Rrp36,-36.6799999999999,-51.17,78.7400000000001,176.1,63.51,M-F
Klhdc3,-570.76,-34.67,250.39,79.8900000000001,-16.34,M-F
Mea1,-125.67,-70.6200000000001,413.94,369.55,55.6300000000001,M-F
Ppp2r5d,-128.33,11.2,25.23,-10.6300000000001,-21.17,M-F
Pex6,-56.81,7.79999999999998,63.9,82.09,-54.29,M-F
Gnmt,-67.01,-7.56999999999999,131.95,110.36,125.63,M-F
Cnpy3,-409.62,-21.3900000000001,35.42,17.22,-129.97,M-F
2310039H08Rik,-294.55,-5.71000000000004,232.07,297.89,330.63,M-F
Rpl7l1,402.18,-156.29,248.67,828.93,288.35,M-F
Bicral,-0.489999999999995,30.7,42.02,-9.70000000000002,10.9,M-F
Tbcc,-45.09,7.28,0.93,2.53,-9.92,M-F
Ubr2,-54.27,52.93,10.58,86.7,18.12,M-F
Trerf1,-81.84,9.92999999999998,-7.12,-6.44,-16.78,M-F
Mrps10,-120.59,-17.31,56.36,44.01,99.5400000000001,M-F
Guca1b,-29.25,-2.92,-4.01,-1.55,-0.899999999999999,M-F
AI661453,-31.54,-1.47,-7.73,-23.3,-29.59,M-F
Taf8,-11.76,-51.9400000000001,62.4399999999998,-26.5899999999999,-138.92,M-F
Ccnd3,-589.72,-3.97999999999996,57.38,-16.75,-271.39,M-F
Bysl,-220.27,-6.5,83.92,149.38,47.18,M-F
Med20,41.01,-31.09,-55.88,-26.42,13.7900000000001,M-F
Tfeb,-61.49,11.93,22.46,17.64,-28.47,M-F
Mdfi,-36.48,4.14,0.46,0.61,0.51,M-F
Foxp4,-25.85,4.65,11.6,5.17,-0.43,M-F
Nfya,-14.18,-3.25,-4.71000000000001,6.91999999999999,24.7,M-F
Oard1,261.12,21.9200000000001,121.87,294.78,226.4,M-F
Apobec2,-3.54000000000001,4.95,58.39,204.23,53.74,M-F
Unc5cl,1.13,-5.93000000000001,-0.43,1.48,0.43,M-F
Mocs1,-216.81,-42.74,94.98,89.6300000000001,98.23,M-F
Daam2,-40.49,23.38,-82.43,-17.47,-24.78,M-F
Rftn1,-5.41999999999999,35.63,-6.68000000000001,3.90000000000001,-10.96,M-F
Plcl2,10.92,5.45,4.19,40.7,11.27,M-F
Tbc1d5,117.29,18.1900000000001,23.65,-19.1,37.34,M-F
Satb1,-19.84,12.25,-6.1,-1.5,3.97000000000001,M-F
C230085N15Rik,65.63,0.620000000000001,-0.41,-2.12,9.94,M-F
Rab5a,53.83,9.84999999999999,-0.120000000000005,36.49,6.93000000000001,M-F
Kat2b,34.7,48.13,-23.13,76.94,142.54,M-F
Sgo1,86.42,-40.3,32.53,-2.87,0.4,M-F
Sult1c2,203.21,-64.4400000000001,-576.65,-1021.4,641.37,M-F
Pot1b,10.61,17.23,6.12,7.69,13.7,M-F
Zfp119a,11.79,-17.96,11.41,-31.95,16.13,M-F
Zfp959,15.92,-36.16,-15.99,-42.33,4.58999999999997,M-F
Zfp119b,-3.58000000000001,-3.92999999999998,16.18,-35.51,-16.85,M-F
Yju2,-90.69,11.04,29.29,14.79,-31.24,M-F
Shd,-246.26,-12.46,-3.64000000000001,-14.58,-46.68,M-F
Fsd1,-8.62,5.88,-3.58,-10.37,-8.61,M-F
Stap2,-26.34,-70.75,19.79,-167.52,-123.99,M-F
Mpnd,-27.42,14.23,38.39,-36.59,-76.49,M-F
Sh3gl1,-800.87,-33.75,13.3800000000001,-5.16999999999996,-147.83,M-F
Chaf1a,0.600000000000009,9.03999999999999,12.14,-7.34,0.00999999999999979,M-F
Ubxn6,-141.5,-10.85,34.61,19.22,7.88999999999999,M-F
Hdgfl2,-404.91,-0.740000000000009,26.66,79,-17.69,M-F
Plin4,0.649999999999999,-22.97,8.77,-117.2,-49.51,M-F
Plin5,-17.15,-43.18,54.62,5.25,-19.01,M-F
Lrg1,-11.61,-1.03,6.63,-2.83000000000001,-18.77,M-F
Tnfaip8l1,-30.02,-11.34,32.97,5.37,-6.43,M-F
Mydgf,-298.34,-180.42,650.84,870.72,64.52,M-F
Dpp9,-183.47,9.49000000000001,26.73,66.36,-53.7,M-F
Fem1a,-15.78,0.0699999999999932,38.18,-0.660000000000025,3.45999999999998,M-F
Ticam1,-29.8,-35.9,61.34,82.37,-29.45,M-F
Plin3,-1121.11,-191.11,95.23,-487.86,-703.84,M-F
Uhrf1,-63.6000000000001,-43.6199999999999,87.08,-11.92,-12.08,M-F
Kdm4b,-48.6,43.27,6.75,2.23,-24.38,M-F
Ptprs,-241.24,134.81,-9.30000000000001,-26.7,-68.45,M-F
Safb2,-127.32,45.81,20.2,27.37,-46.33,M-F
Safb,-189.66,47.65,7.07999999999998,21.89,-36.04,M-F
Micos13,62.4400000000001,-305.69,557.92,117.24,-386.23,M-F
Rpl36,-66.72,-20.12,39.41,-21.53,-29.79,M-F
Lonp1,-27.96,68.1900000000001,196.96,322.5,70.3000000000002,M-F
Ranbp3,-542.13,-31.59,27.47,58.1700000000001,-36.9400000000001,M-F
Vmac,-12.69,-12.67,-16.29,-44.08,-41.34,M-F
Ndufa11,-49.1299999999997,-165.51,732.39,-53.0299999999997,-240.76,M-F
Dus3l,-410.12,-55.0700000000001,53.6799999999999,6.43999999999994,-66.3099999999999,M-F
Rfx2,-18.15,1.55,5.47,-16.61,-26.73,M-F
Mllt1,-80.97,10.36,4.79000000000002,1.02000000000001,-14.87,M-F
Clpp,-132.73,-225.63,733.02,611.129999999999,242.8,M-F
Alkbh7,-167.86,-38.38,-8.67999999999995,-6.75,-10.45,M-F
Gtf2f1,-364.34,-43.7099999999999,134.66,84.1700000000001,-106.94,M-F
Khsrp,415.18,133.13,-19.5599999999999,20.44,-6.46999999999997,M-F
Slc25a23,-6.16000000000003,10.58,44.7,-127.58,-168.9,M-F
Crb3,-287.49,-123.06,48.7199999999999,-31.1700000000001,-222.87,M-F
Dennd1c,-21.65,1.72,-4.52,-11.67,-40.32,M-F
Tubb4a,-118.6,-100.25,-5.09,-13.15,-31.65,M-F
Gm11110,12.36,-3.93,0.590000000000002,-8.03,-6.34,M-F
Tnfsf9,-0.310000000000002,-63.47,-7.16,-79.6,-19.86,M-F
C3,68.93,1713.19,-171.27,-630.08,-1172.31,M-F
Gpr108,-66.54,-232.38,82.4400000000001,-39.96,-123.78,M-F
Trip10,-215.6,-47.21,-2.80000000000001,-85.0099999999999,-136.91,M-F
Vav1,-6.22,13.17,6.18,4.34,-25.67,M-F
Adgre1,35.95,95.72,4.43000000000001,-91.74,-34.29,M-F
Nudt12,44.43,5.38999999999999,25.27,680.67,503.15,M-F
Efna5,1517.34,-68.8200000000002,-304.95,-374.07,-240.19,M-F
Fbxl17,8.76000000000002,26.83,-2.47,37.13,-4.88999999999999,M-F
Fer,178.44,19.46,-93.89,-26.29,-19.94,M-F
Pja2,700.77,-129.1,-370.73,-427.74,-206.1,M-F
Man2a1,45.4300000000001,121.3,-114.24,-18.46,-127,M-F
Vapa,2052.41,281.05,-281.43,602.73,131.33,M-F
Rab31,-37.46,58.29,-152.02,-202.03,-148.51,M-F
Ppp4r1,182.99,-23.02,7.39999999999998,42.1900000000001,81.2,M-F
Ralbp1,-30.98,23.98,1.58000000000004,-135.14,-115.18,M-F
Twsg1,56.8100000000002,-87.47,-384.94,-483.22,-372.26,M-F
Ankrd12,93.42,102,29.0599999999999,-126.14,-90.61,M-F
Ndufv2,1155.12,-372.629999999999,212.009999999998,-1065.31,-941.470000000001,M-F
Washc1,-319.37,-32.23,15.76,65.22,49.67,M-F
Ddx11,6.03999999999999,6.93000000000001,13.31,6.28,2.88999999999999,M-F
Mtcl1,-40.38,10.61,-12.81,-15.74,-45.15,M-F
Rab12,119.57,87.57,-71.78,-39.23,-28.36,M-F
Ptprm,23.39,48.9,-16.67,-32.98,-14.62,M-F
Lama1,-54.5899999999999,57.96,-10.94,45.15,124.02,M-F
